UniprotAccession,BRAIN,BROWN_ADIPOSE_TISSUE,CEREBELLUM,CEREBRAL_CORTEX,HEART,KIDNEY,LIVER,LUNG,MUSCLE,PANCREAS,SPLEEN,WHOLE_ORGANISM
Q9D710,42.4,1.65,261.0,2.78,57.4,5.94,16.7,4.37,12.9,4.44,13.0,13.8
Q9D711,0.116,2.16,13.4,40.4,9.32,,17.1,68.0,1.56,0.143,3.0,2.04
Q9D720,,,8.98,,,,,,0.016,,1.51,1.32
Q9D722,,,,,,,,,,,,0.03
Q9D733,,,,,,,,,,155.0,,0.867
Q9D735,42.0,0.449,87.3,,1.27,1.22,0.025,94.3,0.055,0.078,130.0,67.1
Q9D738,,,,,,,,,0.179,,,0.011
Q9D742,,,,,,,,,0.146,,11.1,0.038
Q9D746,,,,,,,,,,,,0.002
Q9D752,,,5.96,,,,,,,,,0.057
Q9D753,16.8,0.81,43.5,1.0,2.54,0.376,7.06,8.75,0.319,0.608,36.4,38.2
Q9D757,,,,,,,,,,,,0.148
Q9D771,1.86,,29.6,,,1.45,,,0.018,,,1.63
Q9D772,1.77,,,,,,,,,,,1.05
Q9D773,22.2,17.0,38.6,,65.6,53.3,11.6,1.52,3.04,,6.16,16.0
Q9D777,,,,,,,,,,,,0.004
Q9D780,,,,,,,,,,,,0.039
Q9D783,,,,,16.9,,,,113.0,,,0.049
Q9D786,0.655,0.229,8.8,,,0.237,0.404,,0.085,,1.51,1.36
Q9D787,2.63,0.313,18.8,,0.11,,0.122,1.88,0.19,0.022,17.5,5.21
Q9D799,,,8.91,,1.48,,,,0.121,,,0.084
Q9D7A6,64.7,14.1,0.149,0.43,24.8,18.5,35.5,25.5,1.11,71.4,24.1,82.9
Q9D7A8,47.0,39.4,136.0,42.7,108.0,33.4,8.65,32.5,27.5,11.8,22.4,45.9
Q9D7B1,,,,,,,,,,,,0.026
Q9D7B6,34.1,326.0,96.6,1.14,281.0,79.2,170.0,52.1,34.7,70.1,10.1,27.6
Q9D7B7,,0.421,13.1,,2.53,,0.457,6.42,0.302,,,4.15
Q9D7C9,,,,,,,,,0.095,,,0.066
Q9D7D1,,,,,,,,,,,,0.017
Q9D7D2,,,,,,,,,,,,0.027
Q9D7D7,,,,,,,,,,,,0.07
Q9D7E3,1.02,,31.0,,,4.13,14.6,7.11,,0.035,4.75,3.08
Q9D7E4,7.54,,46.7,,3.91,,,,0.18,3.43,,41.6
Q9D7F2,,,12.1,,,,,,,,,
Q9D7F7,3.56,,,,0.347,,,0.919,,0.028,1.23,0.887
Q9D7G0,87.8,6.83,253.0,21.9,52.8,18.9,36.3,36.4,8.81,19.0,79.3,83.4
Q9D7G4,,,,,,,,,,,,0.056
Q9D7H2,,,,10.5,,,,,,,,0.001
Q9D7H3,20.7,2.17,125.0,0.956,17.5,2.14,0.301,14.0,10.4,1.31,16.7,9.62
Q9D7H4,,,,,,,,,,,,0.049
Q9D7I0,,,,,,,,,,,,2.01
Q9D7I5,76.1,7.55,58.6,3.1,2.23,,58.2,21.5,3.64,,9.29,26.5
Q9D7I8,0.02,,,,,,,,21.8,,,0.474
Q9D7I9,,,,,,,,,,,,0.03
Q9D7J4,0.326,14.7,63.5,1.89,181.0,4.46,9.69,,2.42,0.945,,13.4
Q9D7J6,0.031,,,,,,,5.4,8.96,,,7e-06
Q9D7J7,0.63,12.1,11.2,51.0,7.27,1.66,1.48,78.2,4.93,6.33,19.3,1.34
Q9D7J9,1.18,363.0,8.48,2.16,142.0,92.1,331.0,61.1,2.8,51.4,0.679,54.6
Q9D7K2,1.42,,34.0,,,,,11.0,,,39.9,44.9
Q9D7K5,1.05,1.92,17.5,0.361,1.18,15.2,1.29,,,,3.48,0.616
Q9D7L5,,,,,,,,,4.47,,,3e-05
Q9D7L8,,98.5,158.0,1627.0,69.9,1.95,13.2,23.6,9.07,45.4,15.9,0.076
Q9D7M1,36.8,0.816,42.7,13.3,6.46,8.21,21.3,19.8,0.792,1.69,220.0,47.5
Q9D7M8,21.7,,59.4,,3.53,99.0,1.65,4.66,0.088,,1.97,134.0
Q9D7N2,,,,,,,,,,,,0.006
Q9D7N3,19.7,32.5,53.0,13.7,112.0,25.4,25.3,9.41,3.03,2.28,6.09,19.1
Q9D7N6,13.5,35.4,3.99,1.68,20.4,22.0,28.1,,0.459,,,19.5
Q9D7N9,62.6,440.0,164.0,113.0,63.7,257.0,63.9,135.0,26.4,221.0,133.0,49.8
Q9D7P6,35.7,15.1,148.0,120.0,120.0,66.8,27.1,40.0,5.4,15.8,22.9,28.4
Q9D7P7,,0.206,,,,,,307.0,,,,14.4
Q9D7P9,,,,,0.014,,,,0.063,,,0.683
Q9D7Q0,,,,,,,,,,,,0.041
Q9D7Q1,,,,,,,,,,,,0.765
Q9D7R2,,,,,,,,,,,,0.021
Q9D7R7,,,,,,,,,,,,0.05
Q9D7S0,,,,,,,,,,,,0.478
Q9D7S7,130.0,13.2,153.0,26.2,1.35,36.0,115.0,48.6,0.746,689.0,92.7,153.0
Q9D7S9,74.6,7.49,335.0,100.0,25.9,15.9,6.22,79.1,3.25,18.0,32.9,91.1
Q9D7T1,,,,,,,,,,,,0.03
Q9D7V1,0.683,,,0.112,3.17,,0.387,0.636,0.314,5.14,3.5,0.945
Q9D7V2,1.31,0.032,34.4,14.6,,,,3.65,0.059,,,0.293
Q9D7V9,0.19,0.766,14.6,1.03,2.28,1.26,1.14,16.4,9.73,0.077,34.8,3.14
Q9D7W4,,,,,,,,,,,,0.016
Q9D7W5,104.0,,14.5,,,39.6,15.7,0.933,,,2.8,32.1
Q9D7X1,4.17,,13.4,2.79,,,,,,,,0.104
Q9D7X3,193.0,126.0,245.0,115.0,195.0,85.3,88.2,338.0,22.5,40.2,126.0,40.1
Q9D7X8,14.2,1.79,92.2,41.5,46.2,25.0,37.9,5.28,6.87,3.41,36.2,44.6
Q9D7Y9,,,3.62,,,,,,,,,4.19
Q9D7Z6,,1.88,19.0,10.6,3.64,,0.717,4.79,4.52,1.33,0.623,5.32
Q9D7Z7,,,,,,,,,,,,0.097
Q9D805,,,,,,,,,,,,0.017
Q9D806,,,,,,,,,,,,0.001
Q9D807,,,,,,,,,,,,0.065
Q9D809,,0.071,0.3,,0.064,,,2.66,,0.018,0.247,3.8
Q9D816,,,,,,,7.53,,,,,1.59
Q9D819,524.0,1284.0,615.0,490.0,275.0,99.0,1066.0,452.0,63.0,716.0,473.0,284.0
Q9D820,3.91,7.21,54.2,5.16,53.5,36.5,91.5,23.7,4.53,25.0,146.0,24.9
Q9D823,1.97,,,,0.516,,6.36,1.25,,107.0,14.6,44.7
Q9D824,56.1,0.41,56.5,8.77,5.65,515.0,73.4,12.3,1.6,0.852,6.13,53.6
Q9D826,,0.009,4.55,5.74,0.459,1247.0,549.0,0.299,0.133,0.391,0.244,70.2
Q9D832,11.2,2.84,68.4,122.0,125.0,2.67,1.86,134.0,26.2,11.1,67.5,17.6
Q9D842,0.549,,8.03,,,,,,,,,8.73
Q9D844,0.035,,9.11,,0.548,,,,0.05,,,0.033
Q9D845,,,4.3,,,,,,,,,0.081
Q9D848,,,,,,,,,0.066,0.009,,3.95
Q9D853,0.164,0.175,49.5,6.71,0.158,0.474,0.041,1.01,0.407,0.537,1.7,0.42
Q9D855,787.0,3523.0,582.0,2277.0,2434.0,39.6,967.0,385.0,866.0,1266.0,168.0,1165.0
Q9D856,0.071,,,,,,,,,,,0.0004
Q9D864,,,14.4,,,,,,0.573,,0.238,1.04
Q9D868,36.6,1.29,45.0,4.8,8.1,16.1,6.13,16.7,1.13,4.89,51.5,125.0
Q9D869,,,,,,,,,,,,0.01
Q9D871,,,,,,,,,,,,0.01
Q9D880,90.0,97.9,252.0,22.6,154.0,129.0,145.0,45.2,20.0,64.2,67.6,68.4
Q9D882,3.45,,60.6,,,0.837,,,0.27,3.8,,4.02
Q9D883,138.0,1.88,253.0,6.85,26.3,455.0,62.4,31.3,17.2,2.4,21.4,137.0
Q9D892,298.0,84.4,393.0,77.8,171.0,534.0,117.0,115.0,7.93,127.0,186.0,220.0
Q9D898,121.0,7.82,220.0,280.0,112.0,95.4,108.0,51.9,1.48,67.4,351.0,77.6
Q9D8B1,,,27.9,,,,,,,,,0.059
Q9D8B3,232.0,13.1,271.0,269.0,72.5,39.6,6.11,83.3,5.96,45.1,67.8,39.7
Q9D8B4,31.0,364.0,135.0,119.0,621.0,82.4,83.3,29.4,35.8,21.5,8.66,35.1
Q9D8B6,,,20.1,,1.58,,8.29,0.791,0.118,1.75,,2.3
Q9D8B7,9.68,,81.4,,,,,0.666,0.115,,,3.06
Q9D8C2,0.262,,26.9,,,,,1.16,,5.43,,0.386
Q9D8C4,3.66,1.93,3.73,0.641,18.5,9.72,23.4,64.8,0.788,2.0,62.1,11.3
Q9D8C6,0.578,,11.0,,,1.08,,,,,1.39,2.87
Q9D8C8,,,3.5,,,,,,38.1,,,0.46
Q9D8C9,57.1,72.2,1.56,,5.91,105.0,146.0,98.1,,10.2,64.6,30.1
Q9D8D6,0.181,,,,,,,,,,,0.112
Q9D8E6,886.0,283.0,464.0,77.4,408.0,1445.0,1371.0,468.0,126.0,3889.0,1110.0,1073.0
Q9D8F1,,,5.01,,,,,,,,,11.4
Q9D8F3,,,6.21,,,,,,,,,0.041
Q9D8G5,,,0.001,,,,,,,,,0.899
Q9D8H7,0.017,,,,26.2,,,,28.6,,0.42,0.41
Q9D8I1,,,,155.0,41.8,,,,,,327.0,2.02
Q9D8I2,,,,,,,,,,,,0.019
Q9D8I3,,0.474,0.751,2.64,0.695,153.0,0.039,0.462,1.53,0.062,0.262,3.44
Q9D8K3,,,,,,,2.17,,,6.51,,0.069
Q9D8K8,0.026,,,,0.26,,,,,,,0.116
Q9D8L0,,,,,,,,,,,,0.015
Q9D8L5,5.49,,23.9,,1.43,2.65,,10.3,0.507,,,0.587
Q9D8M3,,,87.0,,,,,,,,,0.552
Q9D8M4,65.5,,26.9,,1.41,,13.3,7.14,0.339,,,60.7
Q9D8M7,,,14.0,0.395,,,,,0.013,,,4.37
Q9D8N0,682.0,546.0,427.0,94.7,270.0,99.0,763.0,613.0,160.0,3400.0,1345.0,355.0
Q9D8N1,,,,,,,,,,,,0.02
Q9D8N2,3.06,0.604,69.5,3.19,0.312,0.322,1.43,9.53,0.396,0.821,5.71,19.6
Q9D8N3,,,,,,,,,,,,0.079
Q9D8N6,0.029,,,,,,,,,,,3.97
Q9D8P4,16.7,65.9,63.2,,47.0,23.3,11.9,,1.01,,21.4,22.0
Q9D8P7,,,30.6,,,,,,3.23,,,0.253
Q9D8S3,1.59,0.701,34.1,10.4,1.28,,0.866,16.5,5.8,267.0,4.08,2.41
Q9D8S4,34.9,7.86,155.0,41.1,56.2,0.598,8.59,29.3,31.3,25.8,38.1,61.0
Q9D8S9,138.0,26.7,164.0,0.924,249.0,119.0,31.3,13.8,3.03,103.0,33.6,79.4
Q9D8T0,0.036,,10.2,,,,,,,,,1.54
Q9D8T2,4.11,0.436,6.46,0.273,1.28,,6.35,10.6,0.365,,51.4,3.76
Q9D8T3,,,,,,,,,,,,0.046
Q9D8T4,,0.111,12.9,0.069,0.011,,0.041,0.235,0.075,3.4,0.25,3.07
Q9D8T7,66.4,303.0,183.0,32.7,254.0,39.6,111.0,7.44,6.15,3.81,,114.0
Q9D8U0,1.29,,,,,,,,0.21,2.4,5.04,1.35
Q9D8U2,,,21.0,,,,,,0.12,,,0.236
Q9D8U3,,0.639,0.627,6.89,1.62,,0.023,0.133,1.17,1093.0,15.1,0.499
Q9D8U4,,,,,,,,10.5,,,,0.115
Q9D8U6,,,,,,,,0.642,,,,0.604
Q9D8U7,,,,,,,,,,,,0.009
Q9D8U8,38.4,24.1,101.0,111.0,33.8,40.2,45.2,152.0,6.81,76.3,865.0,68.2
Q9D8V7,2.35,0.359,59.5,,,0.423,5.93,2.21,0.016,588.0,17.0,6.19
Q9D8W5,116.0,93.4,185.0,107.0,324.0,117.0,131.0,268.0,35.5,288.0,525.0,122.0
Q9D8W7,5.41,7.13,48.3,8.53,12.1,10.9,105.0,22.1,3.8,65.7,6.34,66.0
Q9D8X0,0.128,,,,,,,,0.074,,,3.02
Q9D8X1,1.7,3.1,25.6,0.595,14.4,1.45,12.4,7.68,3.82,1.21,12.8,2.38
Q9D8X2,1.27,0.964,75.5,10.2,6.13,39.6,7.35,3.9,5.07,29.5,6.84,57.2
Q9D8X5,0.007,,11.1,,,,,0.278,,0.009,8.07,14.7
Q9D8Y0,1601.0,30.6,223.0,822.0,46.1,18.8,123.0,283.0,1.83,113.0,249.0,171.0
Q9D8Y1,5.66,22.6,119.0,0.876,70.9,17.5,54.0,2.7,30.3,5.63,14.1,18.2
Q9D8Y7,7.04,,7.06,,,,,15.1,,,28.2,4.7
Q9D8Y8,,,7.99,,,,,2.55,,,,3.5
Q9D8Z1,0.014,,7.77,,,,0.445,,0.155,3.37,1.24,1.05
Q9D8Z2,16.6,,56.2,,21.0,1.77,,,0.1,0.422,,46.8
Q9D8Z6,4.39,,24.4,,,,0.329,,,,0.785,0.515
Q9D902,12.2,,36.6,,,0.42,,1.65,,,,46.0
Q9D903,116.0,,21.4,,0.301,59.4,15.5,4.89,0.311,,,106.0
Q9D906,15.0,9.75,58.0,0.464,2.73,11.8,28.6,73.7,10.7,2.3,60.3,4.16
Q9D915,,,,,,,,,,,,0.031
Q9D920,5.62,0.145,16.1,3.29,0.321,0.461,7.56,1.06,0.988,1.71,3.84,1.86
Q9D924,9.8,13.5,93.6,2.95,81.7,,2.26,2.28,0.667,,6.99,34.8
Q9D925,,,,,,,,,,,,1.25
Q9D937,155.0,,23.2,,,39.6,,9.53,,5.55,99.1,173.0
Q9D938,4.34,,30.0,,11.5,0.538,0.481,0.86,0.324,,1.47,8.48
Q9D939,,1.26,1.26,3.77,1.96,198.0,6.25,2.9,1.95,52.2,0.337,2.09
Q9D945,130.0,,18.3,,,79.2,8.88,0.257,0.124,,82.8,135.0
Q9D952,,,,,0.119,,0.104,31.3,,,,0.365
Q9D958,19.0,1.01,213.0,0.475,0.826,,26.7,13.9,0.97,43.9,3.37,16.9
Q9D964,25.9,1.88,103.0,22.9,4.3,752.0,7.73,2.32,2.26,1720.0,130.0,35.7
Q9D967,109.0,66.1,126.0,32.9,226.0,91.3,84.8,124.0,12.7,140.0,133.0,66.1
Q9D968,0.23,0.036,9.82,,0.351,,0.002,1.46,0.241,,0.045,4.14
Q9D975,,,72.3,,2.04,,,,0.125,,,2.43
Q9D976,,,,,,,,,,,,0.112
Q9D992,,,,,,,,,,,,0.009
Q9D994,,,,,,,,,,,,0.007
Q9D995,,,,,,,,,,,,6e-05
Q9D9A7,,,,,8.72,,,,,,,0.034
Q9D9B4,0.078,,,,,,,1.12,,,,0.158
Q9D9B7,,,,,,,,,,,,2e-05
Q9D9B9,,,,,,,,,,,,0.0009
Q9D9C6,24.8,,,,,,,,,,,0.113
Q9D9C7,,,,,,,0.355,,,0.966,0.669,0.034
Q9D9D3,,,,,,,,,,,,0.057
Q9D9D8,,,,,,,,,,,,0.006
Q9D9E0,,,97.7,,,,,,,,,0.039
Q9D9E9,,,,,,,,,,,,0.012
Q9D9F7,,,,,,,,,,,,0.083
Q9D9F8,,,,,0.579,,,,,,,
Q9D9G2,,,,,,,,,,,,0.601
Q9D9G3,,,13.2,,,,,,,,,0.034
Q9D9G7,,,,,,,,,,,,0.104
Q9D9H2,,,,,,,,,,,,0.019
Q9D9H3,,,,,,,,,,,,0.025
Q9D9H8,0.169,0.108,21.1,4.7,,,0.071,,0.009,,,0.334
Q9D9I4,,,14.6,,,,,,0.03,1.75,,0.285
Q9D9J7,,,,,0.557,,,,,,,0.065
Q9D9J8,,,,,,,,,,,,0.027
Q9D9K3,0.561,,33.2,,0.625,,,0.78,0.594,9.56,4.03,20.2
Q9D9K8,,,,,,,,,,,,0.0002
Q9D9L5,,,,,,,,,,,,0.006
Q9D9M0,,,,,,,,,,,,0.008
Q9D9M2,0.576,0.013,4.89,,0.581,0.177,0.033,0.678,0.847,0.018,0.566,0.643
Q9D9M4,,,,,,39.6,,,,,,
Q9D9M5,2.13,,18.4,,2.91,,,,0.764,,,1.77
Q9D9M9,0.029,,,,,,,,,,,0.026
Q9D9N2,,,,,,,,,,,,0.005
Q9D9N8,,,7.26,,,,,,,,,0.079
Q9D9Q0,,,,,,,,,,,,0.006
Q9D9Q3,0.218,0.621,,,0.767,,,,,,,0.214
Q9D9Q6,,,,,,,,,,,,0.54
Q9D9R0,,,,,,,,,,,,0.0008
Q9D9R3,,,,,,,,,,,,0.0003
Q9D9R9,,,,,,,,,,,,0.046
Q9D9S1,,,,,,,,,,,,0.044
Q9D9S3,2.61,,26.0,,,,,,,,,0.016
Q9D9T0,,,,,,,,,,,,0.025
Q9D9T3,,,,,,,,,,,,0.082
Q9D9T6,0.026,,,,,,,,,,,0.035
Q9D9T8,,14.0,0.029,16.4,0.819,,0.322,5.01,0.416,0.162,1.39,0.038
Q9D9U4,,,,,,,,,,,,1.41
Q9D9U9,0.022,,,,,,,1.9,,,,0.064
Q9D9V2,,,,,,,,,,,,0.019
Q9D9V3,12.3,548.0,186.0,13.7,85.2,70.8,112.0,25.5,5.35,63.0,51.7,27.8
Q9D9V4,,,6.13,,,,,3.14,,,,0.136
Q9D9V7,0.025,,9.69,,,,,,0.084,,,0.0008
Q9D9W0,,,,,,,,,,,,0.008
Q9D9X6,0.01,,,,0.119,,,,,,,0.001
Q9D9X8,,,,,,,,,,,,7.44
Q9D9Y4,,,,,,,,,,,,0.017
Q9D9Y7,,,,,,,,,,,,6e-05
Q9D9Z1,0.153,,,,,,,,,,,1.17
Q9D9Z5,6.16,0.238,57.8,1.97,0.181,,0.049,0.825,0.022,40.7,3.73,3.21
Q9DA03,11.6,5.44,61.1,4.51,114.0,,0.203,0.405,0.989,,0.104,24.4
Q9DA04,,,,,,,,,,,,0.027
Q9DA08,4.74,,10.3,,,,0.05,0.257,0.019,,,1.96
Q9DA11,,,,,,,,,,,,1.83
Q9DA19,,,,,0.21,,,,,,,3.48
Q9DA21,,,,,,,,,,,,0.02
Q9DA32,,,,,,,,,,,,0.005
Q9DA37,,,4.71,,,,,,0.187,,,0.026
Q9DA39,,,,,,,,,,,,0.01
Q9DA47,,,,,,,,,,,,0.01
Q9DA48,,,,,,,,,,,,0.639
Q9DA59,,,,,,,,,,,,0.0001
Q9DA60,,,,,,,,,,,,0.014
Q9DA64,,,,,,,,,,,,0.017
Q9DA69,,,5.14,,,,,,,,,0.153
Q9DA73,,0.616,,,,,,0.257,,,,0.014
Q9DA75,,,44.0,,,,,,,,,0.011
Q9DA77,0.04,,,,,,,,,,,0.018
Q9DA79,0.044,,,,,,,,,,,2.03
Q9DA80,,,,,,,,,,,,0.014
Q9DA81,,,,,,,,,,,,0.002
Q9DA83,,,,,,,,,,,,0.032
Q9DA97,3.93,,,,,,0.284,,,,,1.37
Q9DAA3,,,,,,,,,,,,0.018
Q9DAA4,0.026,,,,,,,,,,,0.017
Q9DAA6,17.7,,24.9,,0.075,3.12,5.91,5.97,1.69,2.38,28.6,15.2
Q9DAB5,,,,,,,,,,,,0.05
Q9DAC0,,,,,,,,,,,,0.019
Q9DAC5,0.041,,,,,,,,,,,0.071
Q9DAC6,,,,,,,,,,,,0.02
Q9DAC7,,,,,,0.824,1.46,,,,,
Q9DAC9,,,,,,,,,,,,0.02
Q9DAD6,0.227,1.2,,,,0.669,,1.55,,3.34,1.05,49.2
Q9DAD9,,,,,,,,,,,,0.008
Q9DAE2,0.246,0.84,0.45,5.01,0.499,,2.07,2.06,0.02,0.168,0.737,33.1
Q9DAE3,,,,,,,,,,,,6e-05
Q9DAE7,,,,,,,,,,,,0.034
Q9DAF1,,,,,,,,,,,,0.02
Q9DAF3,0.009,,,,,,,,,0.045,,0.109
Q9DAG5,,,,,,,,,,,,0.077
Q9DAG6,,,,,,,,,,,,0.098
Q9DAG9,,,,,,,,,,,,0.005
Q9DAH1,,,,,,,,,,,,0.077
Q9DAI2,47.5,,108.0,5.02,,20.7,0.622,20.3,,1.78,56.4,3.42
Q9DAI4,,,3.58,,,,,,,,,2.5
Q9DAI6,0.004,,4.34,,0.055,,,,,,,0.003
Q9DAI9,,,,,,,,,,,,0.002
Q9DAJ2,,,1.83,,0.31,,,3.41,,,,0.024
Q9DAJ4,0.424,,4.65,,,,,,0.035,,,0.765
Q9DAJ5,,,7.06,,,,,10.3,,,,0.506
Q9DAJ7,0.023,,,,,,,,,,,
Q9DAK2,,,5.87,,,,,2.91,,,,0.17
Q9DAK3,,,,,,,,,,,,0.014
Q9DAK4,,,,,,,,,,,,0.024
Q9DAK8,,,,,,,,,,,,0.022
Q9DAK9,387.0,59.2,560.0,279.0,305.0,79.4,27.8,61.5,127.0,65.9,36.2,83.7
Q9DAL3,,,,,,,,,,,,0.015
Q9DAL7,,,,,,,,,,,,0.036
Q9DAM1,,,,,,,,,,,,0.055
Q9DAM2,,,,,,,,,,,,0.0007
Q9DAM3,,,,,,,,,,,,0.088
Q9DAM5,1.95,104.0,25.9,,15.0,4.48,,,0.735,,,0.721
Q9DAM7,7.62,0.72,56.4,39.5,1.2,,0.057,4.89,0.179,49.7,1.22,34.9
Q9DAM9,0.027,,,,,,,,,,,0.064
Q9DAN1,,,,,,,,,,,,0.54
Q9DAN6,,,,,,,,,,,,18.0
Q9DAN8,,,,,,,,,,,,0.565
Q9DAN9,,,,,,,,,,,,0.019
Q9DAP0,,,,,,,,,,,,0.081
Q9DAP7,7.41,,,,,,,,0.043,,36.1,5.02
Q9DAQ3,,,,,,,,,,,,0.022
Q9DAQ4,,,,,,,,,,,,0.011
Q9DAQ9,,,,,,,,,,,,0.146
Q9DAR1,,,,,,,,,,,,0.0002
Q9DAR2,,,,,,,,,,,,0.034
Q9DAR6,,,,,,,,,,,,0.36
Q9DAR7,95.7,31.0,117.0,77.6,63.2,54.0,47.7,193.0,2.33,92.2,234.0,116.0
Q9DAS4,,,,,,,,,,,,0.3
Q9DAS9,166.0,62.0,516.0,,95.8,218.0,99.0,141.0,2.7,12.9,29.1,119.0
Q9DAT2,3.54,,10.8,,,,,,0.024,,,3.97
Q9DAT5,1.24,15.6,23.3,0.626,34.7,0.266,0.85,0.873,1.84,1.05,0.758,2.28
Q9DAU1,32.4,3.55,78.4,10.3,1.59,99.0,28.0,22.8,1.2,49.2,123.0,15.5
Q9DAU7,,,,,,,,6.0,,,,55.8
Q9DAU9,,,,,,,,,,,,0.036
Q9DAV5,,,,,,,,,,,,10.9
Q9DAV6,0.786,0.456,109.0,,,2.92,,8.6,0.093,,1.77,24.1
Q9DAV9,1.47,0.66,35.3,,3.61,3.18,37.8,8.44,2.71,,,1.64
Q9DAW6,70.7,0.595,84.9,,15.0,119.0,60.3,9.65,4.78,2.26,9.1,32.9
Q9DAW9,110.0,12.9,291.0,58.3,49.9,39.6,87.7,391.0,14.8,19.6,228.0,102.0
Q9DAX0,,,,,,,,,,,,0.561
Q9DAX2,,,,,,,,,0.013,,,0.228
Q9DAX3,,,,,,,,,,,,0.026
Q9DAX9,0.015,,12.4,,,,,,,,,0.138
Q9DAY2,,,,,,,,,,,,0.568
Q9DAY4,,,,,,,,,,,,2.94
Q9DAY5,0.161,,46.6,,,,,0.385,,,,0.0009
Q9DAY6,,,8.51,,,,,,,,,0.049
Q9DAZ2,,,9.26,,,,,,,,,12.3
Q9DAZ5,,,,,,,,,,,,0.308
Q9DAZ9,0.19,1.39,13.1,12.1,,,0.042,0.35,0.382,,,1.56
Q9DB00,0.009,,5.4,,0.055,,,,1.22,,,2.06
Q9DB05,447.0,92.1,353.0,537.0,97.3,99.0,267.0,255.0,30.8,253.0,330.0,70.7
Q9DB07,0.285,,8.41,,,,,5.1,,,,2.96
Q9DB10,,,,,,,9.82,20.8,1.82,,,9.05
Q9DB15,485.0,236.0,282.0,256.0,293.0,,286.0,73.4,81.9,62.7,85.8,213.0
Q9DB16,10.7,2.01,31.3,10.8,5.68,26.9,12.2,43.3,1.15,7.21,6.23,4.28
Q9DB20,922.0,440.0,724.0,1397.0,2202.0,693.0,974.0,439.0,1569.0,704.0,683.0,737.0
Q9DB24,73.8,,149.0,131.0,,,,,,,0.367,7.49
Q9DB25,11.0,0.946,71.9,0.552,1.47,11.3,77.8,13.9,1.37,68.2,3.61,10.3
Q9DB26,0.474,0.69,12.3,,20.8,59.4,77.1,4.67,0.103,0.069,5.92,5.61
Q9DB27,44.5,43.9,236.0,15.7,52.6,,51.1,61.8,32.1,131.0,79.4,22.6
Q9DB28,0.514,,95.3,,,,,,,,,1.15
Q9DB29,24.3,46.0,101.0,2.35,23.6,,249.0,154.0,0.226,309.0,117.0,51.8
Q9DB30,0.095,,21.3,,2.1,,,,0.744,,,0.217
Q9DB32,23.3,,94.0,,,,,,0.02,,,0.948
Q9DB34,311.0,3.72,47.8,46.1,6.31,0.999,4.67,44.1,1.53,8.57,203.0,58.3
Q9DB38,,,4.97,,,,,,,,,0.099
Q9DB40,5.48,,32.0,,,,,0.513,0.083,,,3.29
Q9DB41,19.3,2.5,242.0,0.216,,0.948,10.6,0.784,,5.41,0.426,8.88
Q9DB42,29.1,,12.3,,,,0.786,1.1,,0.102,1.48,80.9
Q9DB43,0.517,,29.4,,5.3,9.87,0.554,3.64,0.109,7.31,3.2,6.92
Q9DB50,3.58,8.05,152.0,0.751,2.9,5.72,8.9,14.5,0.108,,8.39,1.3
Q9DB54,,,,,,,,,,,,0.043
Q9DB60,34.9,25.8,86.3,52.9,29.8,71.3,10.2,7.18,23.9,5.16,86.5,9.88
Q9DB70,7.3,2.21,564.0,2.17,52.0,0.448,1.04,19.3,3.89,3.67,2.05,9.93
Q9DB72,10.8,,138.0,,,,,,,,,3.0
Q9DB73,48.4,79.1,39.5,,114.0,17.3,6.01,38.9,70.6,8.77,60.4,35.8
Q9DB75,0.546,,67.7,,,,,,,,,2.77
Q9DB76,0.23,,15.6,,15.5,59.4,,,2.02,5.67,,0.517
Q9DB77,743.0,3066.0,1219.0,3315.0,3753.0,1880.0,1188.0,484.0,1746.0,1058.0,594.0,440.0
Q9DB85,9.78,,14.0,,,,,,0.977,,,21.1
Q9DB90,0.932,,15.5,,,,,1.47,0.96,0.885,0.58,1.76
Q9DB91,1.08,,14.0,,,,,0.385,0.053,,,3.82
Q9DB94,,,5.33,,,,,,0.119,,,0.178
Q9DB96,20.3,,17.9,,,,6.66,,0.03,,,36.0
Q9DB98,,,19.7,,,,,,0.083,,,0.985
Q9DBA6,,,9.28,,,,15.9,,,,,1.31
Q9DBA8,,0.027,0.124,0.35,0.059,,368.0,0.448,,0.121,1.04,43.9
Q9DBA9,2.62,,13.7,,,0.152,,,,,0.505,6.0
Q9DBB1,,,,,,,,,,,,0.66
Q9DBB4,1.35,2.37,3.89,3.06,0.398,0.115,24.9,0.28,0.821,3.94,6.12,4.09
Q9DBB5,0.036,10.6,13.3,,27.0,0.46,0.04,10.6,4.6,,0.275,2.24
Q9DBB8,9.59,251.0,54.8,35.0,88.9,,345.0,52.0,63.1,0.946,9.5,71.8
Q9DBB9,23.4,11.8,3.09,,27.1,79.2,3.98,7.92,2.7,0.328,1.52,351.0
Q9DBC0,2.38,8.38,25.5,3.85,10.4,27.9,39.4,6.98,1.79,1.96,14.4,1.12
Q9DBC3,4.37,10.5,45.1,0.231,1.2,11.0,3.48,20.6,2.56,0.446,175.0,7.54
Q9DBC7,44.5,4.94,205.0,60.9,164.0,1.23,16.7,108.0,21.5,61.5,302.0,67.6
Q9DBD0,1.69,91.8,3.84,,120.0,59.4,99.3,117.0,6.68,1.65,44.8,801.0
Q9DBD2,,,3.73,,,,,,,,,
Q9DBD5,21.5,,30.0,,0.694,1.06,,,0.408,7.29,12.7,35.3
